Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254801		0.54887		0.548494		0.549262		0.00526815		0.00355546		0.00779758
254807		0.546292		0.545896		0.546708		0.0054265		0.00396658		0.00747118
254812		0.55753		0.557564		0.557494		0.477081		0.472135		0.482043
254816		0.556293		0.556231		0.556356		0.436608		0.429832		0.443434
254826		0.515399		0.516468		0.514328		0.5		0.5		0.5
254852		0.510132		0.510824		0.509439		0.5		0.5		0.5
254853		0.555766		0.555678		0.555855		0.315083		0.301595		0.328933
254854		0.521014		0.522401		0.519627		0.5		0.5		0.5
254868		0.509047		0.509669		0.508424		0.5		0.5		0.5
254904		0.550811		0.554157		0.547457		0.5		0.5		0.5
254924		0.547466		0.550346		0.544577		0.5		0.5		0.5
254929		0.529807		0.531872		0.52774		0.5		0.5		0.5
254945		0.550016		0.549635		0.550358		0.0162655		0.0118815		0.0222143
254953		0.512729		0.513658		0.511802		0.5		0.5		0.5
254958		0.50779		0.508285		0.507295		0.5		0.5		0.5
254967		0.55747		0.557508		0.55743		0.487855		0.483357		0.492363
254975		0.511225		0.512097		0.510353		0.5		0.5		0.5
254979		0.500021		0.500022		0.500019		0.5		0.5		0.5
254991		0.512013		0.512692		0.511333		0.5		0.5		0.5
254992		0.511658		0.51248		0.510835		0.5		0.5		0.5
255011		0.521862		0.523173		0.52055		0.5		0.5		0.5
255030		0.521244		0.522492		0.519995		0.5		0.5		0.5
255036		0.534048		0.536177		0.531916		0.5		0.5		0.5
255049		0.504325		0.504593		0.504056		0.5		0.5		0.5
255059		0.557326		0.557356		0.557294		0.493834		0.489631		0.498048
255064		0.522202		0.523748		0.520653		0.5		0.5		0.5
255070		0.55454		0.557351		0.551024		0.5		0.499299		0.5
255080		0.557569		0.557607		0.557531		0.475824		0.47057		0.481095
255093		0.547874		0.551069		0.544671		0.5		0.5		0.5
255096		0.549507		0.552843		0.546161		0.5		0.5		0.5
