Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254667		0.613353		0.613186		0.61352		0.342951		0.327232		0.359125
254669		0.605704		0.604678		0.606662		0.333795		0.317941		0.350566
254670		0.599812		0.598985		0.600689		0.000233781		0.000113581		0.000479164
254671		0.596742		0.595718		0.597737		0.000917677		0.000528869		0.00159217
254672		0.60918		0.608809		0.609496		0.0437421		0.034233		0.0554982
254673		0.607588		0.607008		0.608194		0.0948755		0.0801714		0.111919
254674		0.60552		0.604472		0.606362		0.0867028		0.0713655		0.104813
254675		0.537328		0.539729		0.53492		0.5		0.5		0.5
254677		0.530776		0.532727		0.528834		0.5		0.5		0.5
254678		0.538408		0.540903		0.53591		0.5		0.5		0.5
254680		0.502053		0.502172		0.501935		0.5		0.5		0.5
254681		0.531669		0.533745		0.529587		0.5		0.5		0.5
254682		0.54018		0.542694		0.537667		0.5		0.5		0.5
254683		0.523518		0.524941		0.522094		0.5		0.5		0.5
254684		0.559666		0.563731		0.555584		0.5		0.5		0.5
254685		0.568564		0.573199		0.56391		0.5		0.5		0.5
254686		0.523001		0.524506		0.521489		0.5		0.5		0.5
254687		0.540695		0.543557		0.537829		0.5		0.5		0.5
254688		0.561233		0.565004		0.55745		0.5		0.5		0.5
254690		0.538408		0.541069		0.535733		0.5		0.5		0.5
254691		0.532665		0.534781		0.530548		0.5		0.5		0.5
254693		0.526449		0.528185		0.524712		0.5		0.5		0.5
254694		0.536747		0.53915		0.534339		0.5		0.5		0.5
254695		0.529413		0.531436		0.527393		0.5		0.5		0.5
254696		0.561055		0.564968		0.557125		0.5		0.5		0.5
254697		0.523514		0.524979		0.522047		0.5		0.5		0.5
254698		0.538436		0.540953		0.535919		0.5		0.5		0.5
254699		0.539305		0.541777		0.53683		0.5		0.5		0.5
254700		0.514639		0.515549		0.513728		0.5		0.5		0.5
254701		0.514658		0.515772		0.513546		0.5		0.5		0.5
254702		0.549898		0.553084		0.54671		0.5		0.5		0.5
254703		0.512092		0.512866		0.511318		0.5		0.5		0.5
254704		0.522166		0.523566		0.520765		0.5		0.5		0.5
254705		0.525485		0.527168		0.523799		0.5		0.5		0.5
254706		0.557874		0.561584		0.554155		0.5		0.5		0.5
254707		0.540248		0.542971		0.537521		0.5		0.5		0.5
254709		0.526609		0.528388		0.524829		0.5		0.5		0.5
254710		0.529591		0.531397		0.527785		0.5		0.5		0.5
254711		0.525006		0.526603		0.523406		0.5		0.5		0.5
254712		0.517494		0.51854		0.516448		0.5		0.5		0.5
254714		0.541235		0.543846		0.538623		0.5		0.5		0.5
254715		0.584074		0.58922		0.578911		0.5		0.5		0.5
254716		0.545362		0.54869		0.542028		0.5		0.5		0.5
254717		0.557036		0.560659		0.553403		0.5		0.5		0.5
254718		0.531313		0.533237		0.52938		0.5		0.5		0.5
254719		0.536661		0.53896		0.534359		0.5		0.5		0.5
254720		0.53753		0.539867		0.535194		0.5		0.5		0.5
254721		0.531339		0.533431		0.529241		0.5		0.5		0.5
254722		0.521353		0.522711		0.519998		0.5		0.5		0.5
254723		0.523328		0.524842		0.521813		0.5		0.5		0.5
254724		0.518191		0.51941		0.516971		0.5		0.5		0.5
254725		0.519468		0.520741		0.518193		0.5		0.5		0.5
254726		0.520775		0.522258		0.519294		0.5		0.5		0.5
254727		0.546729		0.549683		0.54377		0.5		0.5		0.5
254729		0.536517		0.538783		0.53425		0.5		0.5		0.5
254731		0.542028		0.544878		0.539172		0.5		0.5		0.5
254733		0.513434		0.514327		0.51254		0.5		0.5		0.5
254734		0.514807		0.515702		0.51391		0.5		0.5		0.5
254735		0.613883		0.613881		0.614229		0.234007		0.213878		0.255662
254736		0.525038		0.526679		0.52339		0.5		0.5		0.5
254738		0.521321		0.52273		0.519937		0.5		0.5		0.5
254739		0.550086		0.553394		0.546772		0.5		0.5		0.5
254740		0.546878		0.549853		0.543895		0.5		0.5		0.5
254742		0.525227		0.526799		0.523649		0.5		0.5		0.5
254743		0.513005		0.513786		0.512231		0.5		0.5		0.5
254744		0.554323		0.557929		0.550716		0.5		0.5		0.5
254747		0.531832		0.533984		0.529679		0.5		0.5		0.5
254748		0.541045		0.543573		0.538513		0.5		0.5		0.5
254752		0.519404		0.52067		0.518139		0.5		0.5		0.5
254754		0.613401		0.613416		0.613695		0.252226		0.233045		0.272681
254755		0.528231		0.530058		0.526404		0.5		0.5		0.5
254756		0.53928		0.541793		0.536762		0.5		0.5		0.5
254757		0.530607		0.532474		0.528721		0.5		0.5		0.5
254758		0.520007		0.521234		0.518779		0.5		0.5		0.5
254759		0.580084		0.5855		0.574642		0.5		0.5		0.5
254760		0.528426		0.530391		0.526455		0.5		0.5		0.5
254761		0.613025		0.612891		0.613225		0.28301		0.263232		0.303831
254762		0.517609		0.518766		0.516452		0.5		0.5		0.5
254763		0.517923		0.519084		0.516762		0.5		0.5		0.5
254764		0.555134		0.558629		0.551635		0.5		0.5		0.5
254765		0.529237		0.531057		0.52742		0.5		0.5		0.5
254766		0.55294		0.55633		0.549541		0.5		0.5		0.5
254767		0.535802		0.53823		0.533368		0.5		0.5		0.5
254768		0.531177		0.533192		0.529159		0.5		0.5		0.5
254769		0.543163		0.546033		0.540287		0.5		0.5		0.5
254771		0.534038		0.536229		0.531845		0.5		0.5		0.5
254772		0.512492		0.513285		0.511698		0.5		0.5		0.5
254773		0.54407		0.546891		0.541242		0.5		0.5		0.5
254774		0.526693		0.528418		0.524977		0.5		0.5		0.5
254775		0.556752		0.560222		0.553262		0.5		0.5		0.5
254776		0.542008		0.544642		0.539368		0.5		0.5		0.5
254778		0.555957		0.559358		0.552549		0.5		0.5		0.5
254779		0.515883		0.516854		0.514912		0.5		0.5		0.5
254780		0.542963		0.545747		0.540173		0.5		0.5		0.5
254781		0.520696		0.52205		0.519343		0.5		0.5		0.5
254782		0.600885		0.607202		0.594531		0.5		0.5		0.5
254783		0.516342		0.517439		0.515245		0.5		0.5		0.5
254784		0.513913		0.514845		0.512981		0.5		0.5		0.5
254785		0.529038		0.530906		0.527173		0.5		0.5		0.5
254786		0.555246		0.558688		0.551798		0.5		0.5		0.5
254787		0.533472		0.535523		0.531418		0.5		0.5		0.5
254788		0.549317		0.552365		0.546268		0.5		0.5		0.5
254789		0.518197		0.519375		0.51702		0.5		0.5		0.5
254790		0.526919		0.528619		0.525218		0.5		0.5		0.5
254791		0.525705		0.527289		0.52412		0.5		0.5		0.5
254792		0.545667		0.54858		0.542748		0.5		0.5		0.5
254793		0.538556		0.541021		0.536089		0.5		0.5		0.5
254794		0.517789		0.519057		0.516521		0.5		0.5		0.5
254796		0.527429		0.529165		0.52568		0.5		0.5		0.5
254797		0.58674		0.592228		0.581219		0.5		0.5		0.5
254798		0.530501		0.532544		0.528458		0.5		0.5		0.5
254800		0.53261		0.534748		0.530467		0.5		0.5		0.5
254802		0.53901		0.54153		0.536543		0.5		0.5		0.5
254803		0.535927		0.538376		0.533475		0.5		0.5		0.5
254804		0.553942		0.557357		0.550526		0.5		0.5		0.5
254805		0.547132		0.550299		0.543957		0.5		0.5		0.5
254806		0.539771		0.542292		0.537248		0.5		0.5		0.5
254808		0.521765		0.523205		0.52033		0.5		0.5		0.5
254809		0.532213		0.534292		0.530131		0.5		0.5		0.5
254810		0.617692		0.617902		0.61157		0.498327		0.490504		0.5
254811		0.553282		0.556613		0.549945		0.5		0.5		0.5
254820		0.610214		0.60973		0.610688		0.204897		0.186636		0.224514
254877		0.616357		0.616299		0.617239		0.463694		0.452132		0.476198
254910		0.608361		0.607805		0.609074		0.152391		0.133297		0.173622
254942		0.590147		0.589194		0.591082		7.73811e-05		4.19373e-05		0.000146388
254943		0.606579		0.605816		0.607349		0.0491942		0.0389734		0.061783
254944		0.603754		0.602758		0.604748		0.104838		0.0902853		0.12152
254946		0.503097		0.503328		0.502867		0.5		0.5		0.5
254948		0.501727		0.501846		0.501609		0.5		0.5		0.5
254980		0.592663		0.59787		0.587432		0.5		0.5		0.5
254983		0.505268		0.505596		0.50494		0.5		0.5		0.5
254984		0.51447		0.515409		0.51353		0.5		0.5		0.5
254997		0.529633		0.53162		0.527645		0.5		0.5		0.5
254998		0.509734		0.510371		0.509098		0.5		0.5		0.5
255000		0.507323		0.507794		0.506853		0.5		0.5		0.5
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254814		0.52954		0.531364		0.527722		0.5		0.5		0.5
254815		0.524659		0.526248		0.523068		0.5		0.5		0.5
254817		0.525279		0.526827		0.523724		0.5		0.5		0.5
254818		0.536835		0.539304		0.534369		0.5		0.5		0.5
254819		0.56789		0.571839		0.563928		0.5		0.5		0.5
254821		0.515709		0.516768		0.51465		0.5		0.5		0.5
254822		0.534618		0.536815		0.532417		0.5		0.5		0.5
254823		0.599493		0.605261		0.593696		0.5		0.5		0.5
254824		0.538642		0.541046		0.536236		0.5		0.5		0.5
254825		0.552382		0.555704		0.549052		0.5		0.5		0.5
254827		0.552618		0.555942		0.549284		0.5		0.5		0.5
254828		0.530229		0.532132		0.528324		0.5		0.5		0.5
254829		0.514827		0.515711		0.51394		0.5		0.5		0.5
254830		0.525517		0.527258		0.523773		0.5		0.5		0.5
254831		0.530884		0.532922		0.528843		0.5		0.5		0.5
254832		0.513393		0.514174		0.512612		0.5		0.5		0.5
254833		0.533578		0.53587		0.531283		0.5		0.5		0.5
254834		0.538696		0.541278		0.536111		0.5		0.5		0.5
254835		0.525872		0.527611		0.524131		0.5		0.5		0.5
254836		0.531215		0.533208		0.529216		0.5		0.5		0.5
254837		0.542578		0.54526		0.539894		0.5		0.5		0.5
254838		0.529632		0.531405		0.527862		0.5		0.5		0.5
254839		0.54055		0.543189		0.537909		0.5		0.5		0.5
254840		0.51703		0.518334		0.515744		0.5		0.5		0.5
254841		0.553872		0.557503		0.550236		0.5		0.5		0.5
254842		0.544473		0.547369		0.541572		0.5		0.5		0.5
254843		0.512595		0.513498		0.511692		0.5		0.5		0.5
254844		0.525978		0.527657		0.524298		0.5		0.5		0.5
254845		0.537071		0.539492		0.534648		0.5		0.5		0.5
254846		0.55108		0.554411		0.547742		0.5		0.5		0.5
254847		0.518695		0.519889		0.517502		0.5		0.5		0.5
254848		0.508792		0.509319		0.508266		0.5		0.5		0.5
254849		0.533867		0.535996		0.531735		0.5		0.5		0.5
254850		0.521348		0.522743		0.519978		0.5		0.5		0.5
254851		0.569961		0.574304		0.565605		0.5		0.5		0.5
254855		0.550015		0.553274		0.546755		0.5		0.5		0.5
254856		0.549984		0.553101		0.546869		0.5		0.5		0.5
254857		0.534383		0.536629		0.532134		0.5		0.5		0.5
254858		0.500946		0.501007		0.500885		0.5		0.5		0.5
254859		0.515249		0.516211		0.514286		0.5		0.5		0.5
254860		0.5269		0.528687		0.525118		0.5		0.5		0.5
254861		0.515105		0.516046		0.514163		0.5		0.5		0.5
254862		0.554326		0.55775		0.550897		0.5		0.5		0.5
254863		0.537323		0.539776		0.534865		0.5		0.5		0.5
254864		0.551769		0.555028		0.548502		0.5		0.5		0.5
254865		0.530246		0.532242		0.52825		0.5		0.5		0.5
254866		0.512433		0.513336		0.511528		0.5		0.5		0.5
254867		0.535738		0.538258		0.533215		0.5		0.5		0.5
254869		0.526187		0.527871		0.524507		0.5		0.5		0.5
254870		0.525313		0.527073		0.523551		0.5		0.5		0.5
254871		0.538198		0.540553		0.53586		0.5		0.5		0.5
254872		0.528169		0.529927		0.52641		0.5		0.5		0.5
254873		0.544368		0.54722		0.541491		0.5		0.5		0.5
254874		0.528839		0.530841		0.526847		0.5		0.5		0.5
254875		0.552684		0.555954		0.549405		0.5		0.5		0.5
254876		0.532217		0.53425		0.530181		0.5		0.5		0.5
254879		0.537394		0.539861		0.534925		0.5		0.5		0.5
254881		0.505831		0.50619		0.505473		0.5		0.5		0.5
254882		0.526136		0.527799		0.524469		0.5		0.5		0.5
254883		0.518557		0.519811		0.517304		0.5		0.5		0.5
254884		0.511394		0.51208		0.510708		0.5		0.5		0.5
254885		0.523108		0.524505		0.521711		0.5		0.5		0.5
254886		0.523562		0.524942		0.522182		0.5		0.5		0.5
254887		0.530937		0.533023		0.52885		0.5		0.5		0.5
254888		0.538846		0.541322		0.536369		0.5		0.5		0.5
254889		0.535402		0.537568		0.533235		0.5		0.5		0.5
254890		0.54297		0.545799		0.540137		0.5		0.5		0.5
254891		0.528506		0.530333		0.526677		0.5		0.5		0.5
254892		0.529141		0.530967		0.527315		0.5		0.5		0.5
254893		0.533863		0.536015		0.531709		0.5		0.5		0.5
254894		0.530233		0.532112		0.528354		0.5		0.5		0.5
254895		0.549143		0.55211		0.546174		0.5		0.5		0.5
254896		0.555697		0.559136		0.552251		0.5		0.5		0.5
254897		0.543646		0.546465		0.540821		0.5		0.5		0.5
254898		0.569887		0.574542		0.565219		0.5		0.5		0.5
254899		0.537952		0.540424		0.535479		0.5		0.5		0.5
254900		0.528401		0.530343		0.52646		0.5		0.5		0.5
254901		0.535502		0.537932		0.533073		0.5		0.5		0.5
254902		0.554027		0.557532		0.550524		0.5		0.5		0.5
254903		0.517192		0.518394		0.515989		0.5		0.5		0.5
254905		0.556583		0.560313		0.552846		0.5		0.5		0.5
254906		0.529328		0.531178		0.527483		0.5		0.5		0.5
254907		0.526033		0.527705		0.524357		0.5		0.5		0.5
254908		0.523701		0.525198		0.522205		0.5		0.5		0.5
254909		0.534535		0.536718		0.53235		0.5		0.5		0.5
254911		0.545397		0.54824		0.542545		0.5		0.5		0.5
254912		0.533226		0.535351		0.5311		0.5		0.5		0.5
254913		0.523152		0.524628		0.521677		0.5		0.5		0.5
254914		0.551779		0.555108		0.548444		0.5		0.5		0.5
254915		0.512182		0.512922		0.511442		0.5		0.5		0.5
254916		0.515461		0.516509		0.514412		0.5		0.5		0.5
254917		0.545626		0.548553		0.542692		0.5		0.5		0.5
254918		0.519812		0.521022		0.518598		0.5		0.5		0.5
254919		0.547034		0.549875		0.544183		0.5		0.5		0.5
254920		0.542406		0.545103		0.539708		0.5		0.5		0.5
254921		0.536859		0.539322		0.534393		0.5		0.5		0.5
254922		0.533456		0.535381		0.531513		0.5		0.5		0.5
254923		0.54101		0.543696		0.538324		0.5		0.5		0.5
254925		0.542412		0.545272		0.539548		0.5		0.5		0.5
254926		0.522554		0.524053		0.521055		0.5		0.5		0.5
254927		0.531736		0.533846		0.529617		0.5		0.5		0.5
254928		0.542992		0.545838		0.540143		0.5		0.5		0.5
254930		0.521463		0.522888		0.520039		0.5		0.5		0.5
254931		0.523672		0.525186		0.522157		0.5		0.5		0.5
254932		0.578653		0.583932		0.573358		0.5		0.5		0.5
254933		0.526115		0.527764		0.524465		0.5		0.5		0.5
254934		0.546993		0.550049		0.543916		0.5		0.5		0.5
254935		0.520646		0.522011		0.519279		0.5		0.5		0.5
254936		0.547161		0.549952		0.544366		0.5		0.5		0.5
254937		0.533562		0.535679		0.531443		0.5		0.5		0.5
254938		0.539874		0.54256		0.537174		0.5		0.5		0.5
254939		0.570325		0.574235		0.566405		0.5		0.5		0.5
254940		0.529776		0.531588		0.527963		0.5		0.5		0.5
254941		0.540782		0.543398		0.538163		0.5		0.5		0.5
254950		0.513928		0.514887		0.512969		0.5		0.5		0.5
254951		0.524763		0.526368		0.523154		0.5		0.5		0.5
254952		0.527401		0.529085		0.525716		0.5		0.5		0.5
254954		0.529046		0.530872		0.52722		0.5		0.5		0.5
254955		0.520404		0.521757		0.519051		0.5		0.5		0.5
254956		0.529622		0.531595		0.527658		0.5		0.5		0.5
254957		0.520954		0.522272		0.519639		0.5		0.5		0.5
254959		0.513938		0.514777		0.5131		0.5		0.5		0.5
254960		0.537536		0.539968		0.535102		0.5		0.5		0.5
254961		0.552586		0.555933		0.549191		0.5		0.5		0.5
254962		0.537253		0.539562		0.534943		0.5		0.5		0.5
254963		0.514632		0.515547		0.513717		0.5		0.5		0.5
254964		0.528515		0.530402		0.526625		0.5		0.5		0.5
254965		0.526815		0.52851		0.52512		0.5		0.5		0.5
254966		0.518338		0.519574		0.517102		0.5		0.5		0.5
254968		0.538649		0.541186		0.536108		0.5		0.5		0.5
254969		0.522978		0.524481		0.521476		0.5		0.5		0.5
254970		0.510419		0.51103		0.509808		0.5		0.5		0.5
254971		0.515839		0.516879		0.514799		0.5		0.5		0.5
254972		0.505112		0.505434		0.504776		0.5		0.5		0.5
254973		0.535268		0.537501		0.533028		0.5		0.5		0.5
254974		0.529033		0.53102		0.527084		0.5		0.5		0.5
254976		0.524637		0.526241		0.523028		0.5		0.5		0.5
254977		0.516219		0.517251		0.515187		0.5		0.5		0.5
254978		0.527319		0.528978		0.525659		0.5		0.5		0.5
254985		0.530555		0.532591		0.528517		0.5		0.5		0.5
254987		0.512021		0.512735		0.511306		0.5		0.5		0.5
254988		0.535846		0.538102		0.533589		0.5		0.5		0.5
254989		0.511192		0.511939		0.510439		0.5		0.5		0.5
254990		0.510544		0.511225		0.509862		0.5		0.5		0.5
254993		0.515473		0.516488		0.514458		0.5		0.5		0.5
254994		0.529618		0.531619		0.527617		0.5		0.5		0.5
255001		0.52022		0.521457		0.518982		0.5		0.5		0.5
255002		0.550619		0.553798		0.547434		0.5		0.5		0.5
255003		0.529518		0.531405		0.527633		0.5		0.5		0.5
255004		0.528395		0.530274		0.526515		0.5		0.5		0.5
255005		0.5483		0.551524		0.545073		0.5		0.5		0.5
255006		0.53748		0.539891		0.535062		0.5		0.5		0.5
255007		0.550578		0.553734		0.547415		0.5		0.5		0.5
255008		0.532752		0.534806		0.530696		0.5		0.5		0.5
255009		0.523467		0.524887		0.522045		0.5		0.5		0.5
255010		0.519714		0.520988		0.518438		0.5		0.5		0.5
255012		0.530336		0.532394		0.528276		0.5		0.5		0.5
255013		0.516386		0.517485		0.515291		0.5		0.5		0.5
255014		0.526593		0.528307		0.52488		0.5		0.5		0.5
255015		0.534549		0.536801		0.532295		0.5		0.5		0.5
255016		0.53727		0.539778		0.534757		0.5		0.5		0.5
255017		0.546103		0.54897		0.543229		0.5		0.5		0.5
255018		0.524733		0.526307		0.523154		0.5		0.5		0.5
255019		0.546634		0.549769		0.54349		0.5		0.5		0.5
255020		0.548101		0.551163		0.545028		0.5		0.5		0.5
255021		0.552491		0.555713		0.549264		0.5		0.5		0.5
255022		0.515352		0.516376		0.514328		0.5		0.5		0.5
255023		0.518155		0.519345		0.516965		0.5		0.5		0.5
255024		0.534326		0.536482		0.532166		0.5		0.5		0.5
255025		0.548587		0.551675		0.545497		0.5		0.5		0.5
255026		0.543165		0.545959		0.540366		0.5		0.5		0.5
255027		0.524571		0.526189		0.522945		0.5		0.5		0.5
255028		0.512594		0.513419		0.511768		0.5		0.5		0.5
255029		0.538473		0.541133		0.535812		0.5		0.5		0.5
255031		0.523587		0.525109		0.522062		0.5		0.5		0.5
255032		0.531168		0.533213		0.529117		0.5		0.5		0.5
255033		0.527213		0.52899		0.525441		0.5		0.5		0.5
255034		0.555072		0.558411		0.551727		0.5		0.5		0.5
255035		0.532682		0.534895		0.530466		0.5		0.5		0.5
255037		0.541351		0.543874		0.538825		0.5		0.5		0.5
255038		0.544115		0.546967		0.541258		0.5		0.5		0.5
255039		0.510597		0.511248		0.509946		0.5		0.5		0.5
255040		0.53426		0.536512		0.532007		0.5		0.5		0.5
255041		0.547019		0.549969		0.544059		0.5		0.5		0.5
255042		0.506545		0.506953		0.506138		0.5		0.5		0.5
255043		0.516855		0.517985		0.51573		0.5		0.5		0.5
255044		0.538728		0.541378		0.536075		0.5		0.5		0.5
255045		0.534624		0.536884		0.532359		0.5		0.5		0.5
255046		0.517221		0.518284		0.516158		0.5		0.5		0.5
255047		0.537658		0.540022		0.535307		0.5		0.5		0.5
255048		0.514555		0.515535		0.513574		0.5		0.5		0.5
255050		0.534722		0.537021		0.532416		0.5		0.5		0.5
255051		0.520694		0.522039		0.519344		0.5		0.5		0.5
255052		0.53882		0.541236		0.5364		0.5		0.5		0.5
255053		0.539603		0.542264		0.53694		0.5		0.5		0.5
255054		0.542279		0.545004		0.539556		0.5		0.5		0.5
255055		0.51068		0.511438		0.509921		0.5		0.5		0.5
255057		0.527035		0.528819		0.525252		0.5		0.5		0.5
255058		0.526269		0.527952		0.524585		0.5		0.5		0.5
255060		0.547868		0.550851		0.544877		0.5		0.5		0.5
255061		0.563598		0.56765		0.559536		0.5		0.5		0.5
255062		0.524811		0.526451		0.523168		0.5		0.5		0.5
255063		0.532222		0.534338		0.530102		0.5		0.5		0.5
255065		0.524592		0.526236		0.522942		0.5		0.5		0.5
255066		0.532729		0.534778		0.530679		0.5		0.5		0.5
255067		0.523598		0.525197		0.521996		0.5		0.5		0.5
255068		0.529928		0.531951		0.527921		0.5		0.5		0.5
255069		0.520138		0.521438		0.518835		0.5		0.5		0.5
255071		0.522478		0.523901		0.521049		0.5		0.5		0.5
255072		0.558698		0.562517		0.55487		0.5		0.5		0.5
255073		0.529452		0.531546		0.527371		0.5		0.5		0.5
255074		0.533705		0.535943		0.531464		0.5		0.5		0.5
255075		0.520253		0.521653		0.51885		0.5		0.5		0.5
255076		0.556986		0.560652		0.55331		0.5		0.5		0.5
255077		0.539141		0.541687		0.536593		0.5		0.5		0.5
255078		0.55176		0.555005		0.548505		0.5		0.5		0.5
255079		0.5219		0.523241		0.520558		0.5		0.5		0.5
255081		0.526716		0.528493		0.524938		0.5		0.5		0.5
255082		0.525688		0.527341		0.524032		0.5		0.5		0.5
255083		0.53872		0.541238		0.5362		0.5		0.5		0.5
255084		0.537547		0.539982		0.535111		0.5		0.5		0.5
255085		0.517149		0.518263		0.516035		0.5		0.5		0.5
255086		0.546981		0.54996		0.543995		0.5		0.5		0.5
255087		0.531143		0.533297		0.528986		0.5		0.5		0.5
255088		0.5615		0.565453		0.557528		0.5		0.5		0.5
255089		0.545491		0.548203		0.542762		0.5		0.5		0.5
255090		0.524566		0.526196		0.522929		0.5		0.5		0.5
255091		0.545032		0.548011		0.542047		0.5		0.5		0.5
255092		0.524751		0.52621		0.523292		0.5		0.5		0.5
255094		0.524904		0.526539		0.523264		0.5		0.5		0.5
255095		0.527504		0.529227		0.525781		0.5		0.5		0.5
255097		0.529756		0.531786		0.527727		0.5		0.5		0.5
255098		0.548203		0.551361		0.545039		0.5		0.5		0.5
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254616		0.604026		0.603547		0.604436		0.0874687		0.0716043		0.106257
254624		0.607794		0.607703		0.60789		0.30448		0.289191		0.320225
254640		0.61292		0.616361		0.604253		0.5		0.494606		0.5
254664		0.598215		0.597753		0.599041		9.1472e-05		4.28174e-05		0.000195442
254668		0.607018		0.606367		0.607644		0.0917706		0.0760016		0.110204
254689		0.520842		0.522199		0.519479		0.5		0.5		0.5
254692		0.537733		0.540323		0.535146		0.5		0.5		0.5
254713		0.514953		0.516035		0.513872		0.5		0.5		0.5
254728		0.525458		0.527067		0.523847		0.5		0.5		0.5
254730		0.527982		0.529823		0.526139		0.5		0.5		0.5
254732		0.526917		0.52862		0.525215		0.5		0.5		0.5
254737		0.511581		0.512284		0.510877		0.5		0.5		0.5
254741		0.545702		0.548732		0.54266		0.5		0.5		0.5
254745		0.511002		0.51173		0.510274		0.5		0.5		0.5
254746		0.539312		0.541814		0.536808		0.5		0.5		0.5
254749		0.513469		0.514359		0.512579		0.5		0.5		0.5
254750		0.540258		0.542852		0.537657		0.5		0.5		0.5
254751		0.540507		0.543262		0.537746		0.5		0.5		0.5
254753		0.521891		0.523229		0.520553		0.5		0.5		0.5
